"date","Province","Cases","Deaths","Recovered","Tests","...7","...8","...9"
2020-04-01,"MC",2,0,0,0,NA,NA,NA
2020-04-01,"PED",1,0,0,0,NA,NA,NA
2020-04-01,"PERV",4,0,0,0,NA,NA,NA
2020-04-01,"PPLATA",30,0,0,0,NA,NA,NA
2020-04-01,"MIRABAL",17,0,0,0,NA,NA,NA
2020-04-01,"SAM",13,1,0,0,NA,NA,NA
2020-04-01,"SCBAL",21,1,0,0,NA,NA,NA
2020-04-01,"SJUAN",7,2,0,0,NA,NA,NA
2020-04-01,"SPM",23,3,0,0,NA,NA,NA
2020-04-01,"SRAM",17,2,0,0,NA,NA,NA
2020-04-01,"STGO",159,2,0,0,NA,NA,NA
2020-04-01,"SROD",2,0,0,0,NA,NA,NA
2020-04-01,"VALV",8,0,0,0,NA,NA,NA
2020-04-01,"NOUEL",28,2,0,0,NA,NA,NA
2020-04-01,"MPLATA",2,1,0,0,NA,NA,NA
2020-04-01,"HMAYOR",3,0,0,0,NA,NA,NA
2020-04-01,"OCOA",0,0,0,0,NA,NA,NA
2020-04-01,"SD",190,7,0,0,NA,NA,NA
2020-04-02,"DN",588,11,0,0,NA,NA,NA
2020-04-02,"AZUA",7,0,0,0,NA,NA,NA
2020-04-02,"BAO",1,0,0,0,NA,NA,NA
2020-04-02,"BARA",11,0,0,0,NA,NA,NA
2020-04-02,"DJBON",1,0,0,0,NA,NA,NA
2020-04-02,"DTE",112,24,0,0,NA,NA,NA
2020-04-02,"EP",0,0,0,0,NA,NA,NA
2020-04-02,"SEIBO",1,0,0,0,NA,NA,NA
2020-04-02,"ESP",30,1,0,0,NA,NA,NA
2020-04-02,"IND",1,0,0,0,NA,NA,NA
2020-04-02,"ALT",35,1,0,0,NA,NA,NA
2020-04-02,"ROM",28,1,0,0,NA,NA,NA
2020-04-02,"VEGA",93,3,0,0,NA,NA,NA
2020-04-02,"MTS",9,1,0,0,NA,NA,NA
2020-04-02,"MC",2,0,0,0,NA,NA,NA
2020-04-02,"PED",1,0,0,0,NA,NA,NA
2020-04-02,"PERV",4,0,0,0,NA,NA,NA
2020-04-02,"PPLATA",33,0,0,0,NA,NA,NA
2020-04-02,"MIRABAL",17,0,0,0,NA,NA,NA
2020-04-02,"SAM",15,1,0,0,NA,NA,NA
2020-04-02,"SCBAL",22,1,0,0,NA,NA,NA
2020-04-02,"SJUAN",8,3,0,0,NA,NA,NA
2020-04-02,"SPM",23,3,0,0,NA,NA,NA
2020-04-02,"SRAM",20,2,0,0,NA,NA,NA
2020-04-02,"STGO",176,5,0,0,NA,NA,NA
2020-04-02,"SROD",5,0,0,0,NA,NA,NA
2020-04-02,"VALV",8,0,0,0,NA,NA,NA
2020-04-02,"NOUEL",28,2,0,0,NA,NA,NA
2020-04-02,"MPLATA",4,1,0,0,NA,NA,NA
2020-04-02,"HMAYOR",4,0,0,0,NA,NA,NA
2020-04-02,"OCOA",0,0,0,0,NA,NA,NA
2020-04-02,"SD",201,8,0,0,NA,NA,NA
2020-04-03,"DN",624,11,0,0,NA,NA,NA
2020-04-03,"AZUA",7,0,0,0,NA,NA,NA
2020-04-03,"BAO",1,0,0,0,NA,NA,NA
2020-04-03,"BARA",11,0,0,0,NA,NA,NA
2020-04-03,"DJBON",1,0,0,0,NA,NA,NA
2020-04-03,"DTE",112,24,0,0,NA,NA,NA
2020-04-03,"EP",0,0,0,0,NA,NA,NA
2020-04-03,"SEIBO",1,0,0,0,NA,NA,NA
2020-04-03,"ESP",32,1,0,0,NA,NA,NA
2020-04-03,"IND",1,0,0,0,NA,NA,NA
2020-04-03,"ALT",35,1,0,0,NA,NA,NA
2020-04-03,"ROM",29,1,0,0,NA,NA,NA
2020-04-03,"VEGA",96,4,0,0,NA,NA,NA
2020-04-03,"MTS",10,1,0,0,NA,NA,NA
2020-04-03,"MC",2,0,0,0,NA,NA,NA
2020-04-03,"PED",1,0,0,0,NA,NA,NA
2020-04-03,"PERV",5,0,0,0,NA,NA,NA
2020-04-03,"PPLATA",34,0,0,0,NA,NA,NA
2020-04-03,"MIRABAL",18,2,0,0,NA,NA,NA
2020-04-03,"SAM",15,0,0,0,NA,NA,NA
2020-04-03,"SCBAL",24,1,0,0,NA,NA,NA
2020-04-03,"SJUAN",8,3,0,0,NA,NA,NA
2020-04-03,"SPM",23,4,0,0,NA,NA,NA
2020-04-03,"SRAM",20,2,0,0,NA,NA,NA
2020-04-03,"STGO",193,6,0,0,NA,NA,NA
2020-04-03,"SROD",5,0,0,0,NA,NA,NA
2020-04-03,"VALV",10,0,0,0,NA,NA,NA
2020-04-03,"NOUEL",28,2,0,0,NA,NA,NA
2020-04-03,"MPLATA",4,1,0,0,NA,NA,NA
2020-04-03,"HMAYOR",4,0,0,0,NA,NA,NA
2020-04-03,"OCOA",0,0,0,0,NA,NA,NA
2020-04-03,"SD",224,12,0,0,NA,NA,NA
2020-04-04,"DN",665,13,0,0,NA,NA,NA
2020-04-04,"AZUA",7,0,0,0,NA,NA,NA
2020-04-04,"BAO",1,0,0,0,NA,NA,NA
2020-04-04,"BARA",12,0,0,0,NA,NA,NA
2020-04-04,"DJBON",1,0,0,0,NA,NA,NA
2020-04-04,"DTE",132,25,0,0,NA,NA,NA
2020-04-04,"EP",0,0,0,0,NA,NA,NA
2020-04-04,"SEIBO",1,0,0,0,NA,NA,NA
2020-04-04,"ESP",44,1,0,0,NA,NA,NA
2020-04-04,"IND",1,0,0,0,NA,NA,NA
2020-04-04,"ALT",40,1,0,0,NA,NA,NA
2020-04-04,"ROM",32,1,0,0,NA,NA,NA
2020-04-04,"VEGA",109,5,0,0,NA,NA,NA
2020-04-04,"MTS",10,1,0,0,NA,NA,NA
2020-04-04,"MC",3,0,0,0,NA,NA,NA
2020-04-04,"PED",1,0,0,0,NA,NA,NA
2020-04-04,"PERV",7,0,0,0,NA,NA,NA
2020-04-04,"PPLATA",34,0,0,0,NA,NA,NA
2020-04-04,"MIRABAL",19,2,0,0,NA,NA,NA
2020-04-04,"SAM",15,1,0,0,NA,NA,NA
2020-04-04,"SCBAL",32,1,0,0,NA,NA,NA
2020-04-04,"SJUAN",11,3,0,0,NA,NA,NA
2020-04-04,"SPM",24,4,0,0,NA,NA,NA
2020-04-04,"SRAM",27,2,0,0,NA,NA,NA
2020-04-04,"STGO",194,6,0,0,NA,NA,NA
2020-04-04,"SROD",18,0,0,0,NA,NA,NA
2020-04-04,"VALV",10,0,0,0,NA,NA,NA
2020-04-04,"NOUEL",30,0,0,0,NA,NA,NA
2020-04-04,"MPLATA",4,1,0,0,NA,NA,NA
2020-04-04,"HMAYOR",4,0,0,0,NA,NA,NA
2020-04-04,"OCOA",0,0,0,0,NA,NA,NA
2020-04-04,"SD",257,13,0,0,NA,NA,NA
2020-04-05,"DN",696,13,0,0,NA,NA,NA
2020-04-05,"AZUA",7,0,0,0,NA,NA,NA
2020-04-05,"BAO",1,0,0,0,NA,NA,NA
2020-04-05,"BARA",12,0,0,0,NA,NA,NA
2020-04-05,"DJBON",1,0,0,0,NA,NA,NA
2020-04-05,"DTE",141,26,0,0,NA,NA,NA
2020-04-05,"EP",0,0,0,0,NA,NA,NA
2020-04-05,"SEIBO",1,0,0,0,NA,NA,NA
2020-04-05,"ESP",44,1,0,0,NA,NA,NA
2020-04-05,"IND",1,0,0,0,NA,NA,NA
2020-04-05,"ALT",44,1,0,0,NA,NA,NA
2020-04-05,"ROM",33,1,0,0,NA,NA,NA
2020-04-05,"VEGA",109,5,0,0,NA,NA,NA
2020-04-05,"MTS",12,1,0,0,NA,NA,NA
2020-04-05,"MC",3,0,0,0,NA,NA,NA
2020-04-05,"PED",1,0,0,0,NA,NA,NA
2020-04-05,"PERV",7,0,0,0,NA,NA,NA
2020-04-05,"PPLATA",38,0,0,0,NA,NA,NA
2020-04-05,"MIRABAL",20,2,0,0,NA,NA,NA
2020-04-05,"SAM",15,1,0,0,NA,NA,NA
2020-04-05,"SCBAL",32,1,0,0,NA,NA,NA
2020-04-05,"SJUAN",12,3,0,0,NA,NA,NA
2020-04-05,"SPM",24,4,0,0,NA,NA,NA
2020-04-05,"SRAM",29,2,0,0,NA,NA,NA
2020-04-05,"STGO",204,8,0,0,NA,NA,NA
2020-04-05,"SROD",18,0,0,0,NA,NA,NA
2020-04-05,"VALV",10,0,0,0,NA,NA,NA
2020-04-05,"NOUEL",31,2,0,0,NA,NA,NA
2020-04-05,"MPLATA",4,1,0,0,NA,NA,NA
2020-04-05,"HMAYOR",4,0,0,0,NA,NA,NA
2020-04-05,"OCOA",0,0,0,0,NA,NA,NA
2020-04-05,"SD",274,14,0,0,NA,NA,NA
2020-04-06,"DN",723,15,0,0,NA,NA,NA
2020-04-06,"AZUA",8,0,0,0,NA,NA,NA
2020-04-06,"BAO",1,0,0,0,NA,NA,NA
2020-04-06,"BARA",12,0,0,0,NA,NA,NA
2020-04-06,"DJBON",1,0,0,0,NA,NA,NA
2020-04-06,"DTE",141,33,0,0,NA,NA,NA
2020-04-06,"EP",0,0,0,0,NA,NA,NA
2020-04-06,"SEIBO",2,0,0,0,NA,NA,NA
2020-04-06,"ESP",46,1,0,0,NA,NA,NA
2020-04-06,"IND",1,0,0,0,NA,NA,NA
2020-04-06,"ALT",44,1,0,0,NA,NA,NA
2020-04-06,"ROM",35,1,0,0,NA,NA,NA
2020-04-06,"VEGA",109,6,0,0,NA,NA,NA
2020-04-06,"MTS",19,1,0,0,NA,NA,NA
2020-04-06,"MC",3,0,0,0,NA,NA,NA
2020-04-06,"PED",1,0,0,0,NA,NA,NA
2020-04-06,"PERV",10,1,0,0,NA,NA,NA
2020-04-06,"PPLATA",38,0,0,0,NA,NA,NA
2020-04-06,"MIRABAL",23,2,0,0,NA,NA,NA
2020-04-06,"SAM",15,1,0,0,NA,NA,NA
2020-04-06,"SCBAL",34,1,0,0,NA,NA,NA
2020-04-06,"SJUAN",13,3,0,0,NA,NA,NA
2020-04-06,"SPM",26,4,0,0,NA,NA,NA
2020-04-06,"SRAM",29,3,0,0,NA,NA,NA
2020-04-06,"STGO",245,8,0,0,NA,NA,NA
2020-04-06,"SROD",5,0,0,0,NA,NA,NA
2020-04-06,"VALV",11,0,0,0,NA,NA,NA
2020-04-06,"NOUEL",39,2,0,0,NA,NA,NA
2020-04-06,"MPLATA",4,1,0,0,NA,NA,NA
2020-04-06,"HMAYOR",4,0,0,0,NA,NA,NA
2020-04-06,"OCOA",0,0,0,0,NA,NA,NA
2020-04-06,"SD",314,14,0,0,NA,NA,NA
2020-04-07,"DN",762,17,0,0,NA,NA,NA
2020-04-07,"AZUA",9,0,0,0,NA,NA,NA
2020-04-07,"BAO",1,0,0,0,NA,NA,NA
2020-04-07,"BARA",12,0,0,0,NA,NA,NA
2020-04-07,"DJBON",1,0,0,0,NA,NA,NA
2020-04-07,"DTE",154,38,0,0,NA,NA,NA
2020-04-07,"EP",0,0,0,0,NA,NA,NA
2020-04-07,"SEIBO",2,0,0,0,NA,NA,NA
2020-04-07,"ESP",55,1,0,0,NA,NA,NA
2020-04-07,"IND",1,0,0,0,NA,NA,NA
2020-04-07,"ALT",44,1,0,0,NA,NA,NA
2020-04-07,"ROM",35,1,0,0,NA,NA,NA
2020-04-07,"VEGA",109,6,0,0,NA,NA,NA
2020-04-07,"MTS",20,1,0,0,NA,NA,NA
2020-04-07,"MC",3,0,0,0,NA,NA,NA
2020-04-07,"PED",1,0,0,0,NA,NA,NA
2020-04-07,"PERV",12,1,0,0,NA,NA,NA
2020-04-07,"PPLATA",42,0,0,0,NA,NA,NA
2020-04-07,"MIRABAL",28,2,0,0,NA,NA,NA
2020-04-07,"SAM",15,1,0,0,NA,NA,NA
2020-04-07,"SCBAL",40,1,0,0,NA,NA,NA
2020-04-07,"SJUAN",13,3,0,0,NA,NA,NA
2020-04-07,"SPM",26,4,0,0,NA,NA,NA
2020-04-07,"SRAM",34,3,0,0,NA,NA,NA
2020-04-07,"STGO",274,8,0,0,NA,NA,NA
2020-04-07,"SROD",5,0,0,0,NA,NA,NA
2020-04-07,"VALV",11,0,0,0,NA,NA,NA
2020-04-07,"NOUEL",45,3,0,0,NA,NA,NA
2020-04-07,"MPLATA",4,1,0,0,NA,NA,NA
2020-04-07,"HMAYOR",5,0,0,0,NA,NA,NA
2020-04-07,"OCOA",0,0,0,0,NA,NA,NA
2020-04-07,"SD",348,16,0,0,NA,NA,NA
2020-04-08,"DN",800,18,0,0,NA,NA,NA
2020-04-08,"AZUA",10,1,0,0,NA,NA,NA
2020-04-08,"BAO",1,0,0,0,NA,NA,NA
2020-04-08,"BARA",12,0,0,0,NA,NA,NA
2020-04-08,"DJBON",1,0,0,0,NA,NA,NA
2020-04-08,"DTE",196,40,0,0,NA,NA,NA
2020-04-08,"EP",0,0,0,0,NA,NA,NA
2020-04-08,"SEIBO",2,0,0,0,NA,NA,NA
2020-04-08,"ESP",60,1,0,0,NA,NA,NA
2020-04-08,"IND",1,0,0,0,NA,NA,NA
2020-04-08,"ALT",48,1,0,0,NA,NA,NA
2020-04-08,"ROM",38,1,0,0,NA,NA,NA
2020-04-08,"VEGA",126,6,0,0,NA,NA,NA
2020-04-08,"MTS",26,1,0,0,NA,NA,NA
2020-04-08,"MC",4,0,0,0,NA,NA,NA
2020-04-08,"PED",1,0,0,0,NA,NA,NA
2020-04-08,"PERV",13,1,0,0,NA,NA,NA
2020-04-08,"PPLATA",52,1,0,0,NA,NA,NA
2020-04-08,"MIRABAL",35,2,0,0,NA,NA,NA
2020-04-08,"SAM",15,1,0,0,NA,NA,NA
2020-04-08,"SCBAL",45,1,0,0,NA,NA,NA
2020-04-08,"SJUAN",14,3,0,0,NA,NA,NA
2020-04-08,"SPM",26,4,0,0,NA,NA,NA
2020-04-08,"SRAM",42,4,0,0,NA,NA,NA
2020-04-08,"STGO",309,8,0,0,NA,NA,NA
2020-04-08,"SROD",7,0,0,0,NA,NA,NA
2020-04-08,"VALV",11,0,0,0,NA,NA,NA
2020-04-08,"NOUEL",56,3,0,0,NA,NA,NA
2020-04-08,"MPLATA",4,2,0,0,NA,NA,NA
2020-04-08,"HMAYOR",5,0,0,0,NA,NA,NA
2020-04-08,"OCOA",0,0,0,0,NA,NA,NA
2020-04-08,"SD",389,19,0,0,NA,NA,NA
2020-04-09,"DN",859,18,0,0,NA,NA,NA
2020-04-09,"AZUA",10,1,0,0,NA,NA,NA
2020-04-09,"BAO",1,0,0,0,NA,NA,NA
2020-04-09,"BARA",15,0,0,0,NA,NA,NA
2020-04-09,"DJBON",1,0,0,0,NA,NA,NA
2020-04-09,"DTE",233,42,0,0,NA,NA,NA
2020-04-09,"EP",0,0,0,0,NA,NA,NA
2020-04-09,"SEIBO",3,0,0,0,NA,NA,NA
2020-04-09,"ESP",64,1,0,0,NA,NA,NA
2020-04-09,"IND",1,0,0,0,NA,NA,NA
2020-04-09,"ALT",54,1,0,0,NA,NA,NA
2020-04-09,"ROM",44,1,0,0,NA,NA,NA
2020-04-09,"VEGA",147,6,0,0,NA,NA,NA
2020-04-09,"MTS",28,1,0,0,NA,NA,NA
2020-04-09,"MC",4,0,0,0,NA,NA,NA
2020-04-09,"PED",3,0,0,0,NA,NA,NA
2020-04-09,"PERV",14,1,0,0,NA,NA,NA
2020-04-09,"PPLATA",54,1,0,0,NA,NA,NA
2020-04-09,"MIRABAL",40,2,0,0,NA,NA,NA
2020-04-09,"SAM",15,1,0,0,NA,NA,NA
2020-04-09,"SCBAL",47,1,0,0,NA,NA,NA
2020-04-09,"SJUAN",14,3,0,0,NA,NA,NA
2020-04-09,"SPM",32,4,0,0,NA,NA,NA
2020-04-09,"SRAM",48,4,0,0,NA,NA,NA
2020-04-09,"STGO",339,8,0,0,NA,NA,NA
2020-04-09,"SROD",7,0,0,0,NA,NA,NA
2020-04-09,"VALV",16,0,0,0,NA,NA,NA
2020-04-09,"NOUEL",72,3,0,0,NA,NA,NA
2020-04-09,"MPLATA",5,2,0,0,NA,NA,NA
2020-04-09,"HMAYOR",5,1,0,0,NA,NA,NA
2020-04-09,"OCOA",0,0,0,0,NA,NA,NA
2020-04-09,"SD",445,24,0,0,NA,NA,NA
2020-04-10,"DN",886,18,0,0,NA,NA,NA
2020-04-10,"AZUA",11,1,0,0,NA,NA,NA
2020-04-10,"BAO",1,0,0,0,NA,NA,NA
2020-04-10,"BARA",15,0,0,0,NA,NA,NA
2020-04-10,"DJBON",1,0,0,0,NA,NA,NA
2020-04-10,"DTE",252,44,0,0,NA,NA,NA
2020-04-10,"EP",0,0,0,0,NA,NA,NA
2020-04-10,"SEIBO",3,0,0,0,NA,NA,NA
2020-04-10,"ESP",66,2,0,0,NA,NA,NA
2020-04-10,"IND",1,0,0,0,NA,NA,NA
2020-04-10,"ALT",64,1,0,0,NA,NA,NA
2020-04-10,"ROM",46,1,0,0,NA,NA,NA
2020-04-10,"VEGA",162,6,0,0,NA,NA,NA
2020-04-10,"MTS",34,1,0,0,NA,NA,NA
2020-04-10,"MC",4,0,0,0,NA,NA,NA
2020-04-10,"PED",3,0,0,0,NA,NA,NA
2020-04-10,"PERV",17,1,0,0,NA,NA,NA
2020-04-10,"PPLATA",56,1,0,0,NA,NA,NA
2020-04-10,"MIRABAL",45,7,0,0,NA,NA,NA
2020-04-10,"SAM",15,1,0,0,NA,NA,NA
2020-04-10,"SCBAL",50,1,0,0,NA,NA,NA
2020-04-10,"SJUAN",14,3,0,0,NA,NA,NA
2020-04-10,"SPM",35,5,0,0,NA,NA,NA
2020-04-10,"SRAM",50,4,0,0,NA,NA,NA
2020-04-10,"STGO",350,8,0,0,NA,NA,NA
2020-04-10,"SROD",7,0,0,0,NA,NA,NA
2020-04-10,"VALV",17,0,0,0,NA,NA,NA
2020-04-10,"NOUEL",73,3,0,0,NA,NA,NA
2020-04-10,"MPLATA",5,2,0,0,NA,NA,NA
2020-04-10,"HMAYOR",5,1,0,0,NA,NA,NA
2020-04-10,"OCOA",0,0,0,0,NA,NA,NA
2020-04-10,"SD",471,24,0,0,NA,NA,NA
2020-04-11,"DN",921,21,0,0,NA,NA,NA
2020-04-11,"AZUA",12,1,0,0,NA,NA,NA
2020-04-11,"BAO",1,0,0,0,NA,NA,NA
2020-04-11,"BARA",15,0,0,0,NA,NA,NA
2020-04-11,"DJBON",1,0,0,0,NA,NA,NA
2020-04-11,"DTE",273,55,0,0,NA,NA,NA
2020-04-11,"EP",0,0,0,0,NA,NA,NA
2020-04-11,"SEIBO",3,0,0,0,NA,NA,NA
2020-04-11,"ESP",67,3,0,0,NA,NA,NA
2020-04-11,"IND",1,0,0,0,NA,NA,NA
2020-04-11,"ALT",64,1,0,0,NA,NA,NA
2020-04-11,"ROM",51,1,0,0,NA,NA,NA
2020-04-11,"VEGA",192,6,0,0,NA,NA,NA
2020-04-11,"MTS",36,1,0,0,NA,NA,NA
2020-04-11,"MC",6,0,0,0,NA,NA,NA
2020-04-11,"PED",3,0,0,0,NA,NA,NA
2020-04-11,"PERV",21,1,0,0,NA,NA,NA
2020-04-11,"PPLATA",73,8,0,0,NA,NA,NA
2020-04-11,"MIRABAL",50,9,0,0,NA,NA,NA
2020-04-11,"SAM",15,1,0,0,NA,NA,NA
2020-04-11,"SCBAL",61,2,0,0,NA,NA,NA
2020-04-11,"SJUAN",20,3,0,0,NA,NA,NA
2020-04-11,"SPM",35,7,0,0,NA,NA,NA
2020-04-11,"SRAM",55,4,0,0,NA,NA,NA
2020-04-11,"STGO",363,14,0,0,NA,NA,NA
2020-04-11,"SROD",8,0,0,0,NA,NA,NA
2020-04-11,"VALV",17,0,0,0,NA,NA,NA
2020-04-11,"NOUEL",78,3,0,0,NA,NA,NA
2020-04-11,"MPLATA",5,2,0,0,NA,NA,NA
2020-04-11,"HMAYOR",7,1,0,0,NA,NA,NA
2020-04-11,"OCOA",1,1,0,0,NA,NA,NA
2020-04-11,"SD",512,28,0,0,NA,NA,NA
2020-04-12,"DN",948,21,0,0,NA,NA,NA
2020-04-12,"AZUA",15,1,0,0,NA,NA,NA
2020-04-12,"BAO",1,0,0,0,NA,NA,NA
2020-04-12,"BARA",15,0,0,0,NA,NA,NA
2020-04-12,"DJBON",1,0,0,0,NA,NA,NA
2020-04-12,"DTE",300,57,0,0,NA,NA,NA
2020-04-12,"EP",0,0,0,0,NA,NA,NA
2020-04-12,"SEIBO",3,0,0,0,NA,NA,NA
2020-04-12,"ESP",72,3,0,0,NA,NA,NA
2020-04-12,"IND",1,0,0,0,NA,NA,NA
2020-04-12,"ALT",69,1,0,0,NA,NA,NA
2020-04-12,"ROM",60,1,0,0,NA,NA,NA
2020-04-12,"VEGA",200,6,0,0,NA,NA,NA
2020-04-12,"MTS",38,1,0,0,NA,NA,NA
2020-04-12,"MC",9,0,0,0,NA,NA,NA
2020-04-12,"PED",3,0,0,0,NA,NA,NA
2020-04-12,"PERV",25,1,0,0,NA,NA,NA
2020-04-12,"PPLATA",87,8,0,0,NA,NA,NA
2020-04-12,"MIRABAL",55,9,0,0,NA,NA,NA
2020-04-12,"SAM",15,1,0,0,NA,NA,NA
2020-04-12,"SCBAL",66,2,0,0,NA,NA,NA
2020-04-12,"SJUAN",20,3,0,0,NA,NA,NA
2020-04-12,"SPM",38,7,0,0,NA,NA,NA
2020-04-12,"SRAM",58,5,0,0,NA,NA,NA
2020-04-12,"STGO",403,14,0,0,NA,NA,NA
2020-04-12,"SROD",8,0,0,0,NA,NA,NA
2020-04-12,"VALV",18,0,0,0,NA,NA,NA
2020-04-12,"NOUEL",79,3,0,0,NA,NA,NA
2020-04-12,"MPLATA",5,2,0,0,NA,NA,NA
2020-04-12,"HMAYOR",8,1,0,0,NA,NA,NA
2020-04-12,"OCOA",1,1,0,0,NA,NA,NA
2020-04-12,"SD",546,29,0,0,NA,NA,NA
2020-04-13,"DN",959,22,0,0,NA,NA,NA
2020-04-13,"AZUA",15,1,0,0,NA,NA,NA
2020-04-13,"BAO",1,0,0,0,NA,NA,NA
2020-04-13,"BARA",15,0,0,0,NA,NA,NA
2020-04-13,"DJBON",1,0,0,0,NA,NA,NA
2020-04-13,"DTE",315,61,0,0,NA,NA,NA
2020-04-13,"EP",0,0,0,0,NA,NA,NA
2020-04-13,"SEIBO",3,0,0,0,NA,NA,NA
2020-04-13,"ESP",82,3,0,0,NA,NA,NA
2020-04-13,"IND",1,0,0,0,NA,NA,NA
2020-04-13,"ALT",70,1,0,0,NA,NA,NA
2020-04-13,"ROM",62,1,0,0,NA,NA,NA
2020-04-13,"VEGA",209,6,0,0,NA,NA,NA
2020-04-13,"MTS",39,1,0,0,NA,NA,NA
2020-04-13,"MC",9,0,0,0,NA,NA,NA
2020-04-13,"PED",3,0,0,0,NA,NA,NA
2020-04-13,"PERV",25,1,0,0,NA,NA,NA
2020-04-13,"PPLATA",93,8,0,0,NA,NA,NA
2020-04-13,"MIRABAL",58,9,0,0,NA,NA,NA
2020-04-13,"SAM",15,1,0,0,NA,NA,NA
2020-04-13,"SCBAL",66,2,0,0,NA,NA,NA
2020-04-13,"SJUAN",20,3,0,0,NA,NA,NA
2020-04-13,"SPM",38,7,0,0,NA,NA,NA
2020-04-13,"SRAM",58,5,0,0,NA,NA,NA
2020-04-13,"STGO",439,14,0,0,NA,NA,NA
2020-04-13,"SROD",8,0,0,0,NA,NA,NA
2020-04-13,"VALV",18,0,0,0,NA,NA,NA
2020-04-13,"NOUEL",86,3,0,0,NA,NA,NA
2020-04-13,"MPLATA",5,2,0,0,NA,NA,NA
2020-04-13,"HMAYOR",8,1,0,0,NA,NA,NA
2020-04-13,"OCOA",1,1,0,0,NA,NA,NA
2020-04-13,"SD",564,30,0,0,NA,NA,NA
2020-04-14,"DN",1003,22,0,0,NA,NA,NA
2020-04-14,"AZUA",20,1,0,0,NA,NA,NA
2020-04-14,"BAO",1,0,0,0,NA,NA,NA
2020-04-14,"BARA",15,0,0,0,NA,NA,NA
2020-04-14,"DJBON",1,0,0,0,NA,NA,NA
2020-04-14,"DTE",350,63,0,0,NA,NA,NA
2020-04-14,"EP",0,0,0,0,NA,NA,NA
2020-04-14,"SEIBO",3,0,0,0,NA,NA,NA
2020-04-14,"ESP",83,4,0,0,NA,NA,NA
2020-04-14,"IND",1,0,0,0,NA,NA,NA
2020-04-14,"ALT",82,1,0,0,NA,NA,NA
2020-04-14,"ROM",73,1,0,0,NA,NA,NA
2020-04-14,"VEGA",222,6,0,0,NA,NA,NA
2020-04-14,"MTS",48,1,0,0,NA,NA,NA
2020-04-14,"MC",11,0,0,0,NA,NA,NA
2020-04-14,"PED",3,0,0,0,NA,NA,NA
2020-04-14,"PERV",26,1,0,0,NA,NA,NA
2020-04-14,"PPLATA",102,8,0,0,NA,NA,NA
2020-04-14,"MIRABAL",83,9,0,0,NA,NA,NA
2020-04-14,"SAM",15,1,0,0,NA,NA,NA
2020-04-14,"SCBAL",90,2,0,0,NA,NA,NA
2020-04-14,"SJUAN",21,3,0,0,NA,NA,NA
2020-04-14,"SPM",49,7,0,0,NA,NA,NA
2020-04-14,"SRAM",73,5,0,0,NA,NA,NA
2020-04-14,"STGO",463,16,0,0,NA,NA,NA
2020-04-14,"SROD",14,0,0,0,NA,NA,NA
2020-04-14,"VALV",27,0,0,0,NA,NA,NA
2020-04-14,"NOUEL",97,3,0,0,NA,NA,NA
2020-04-14,"MPLATA",7,2,0,0,NA,NA,NA
2020-04-14,"HMAYOR",8,1,0,0,NA,NA,NA
2020-04-14,"OCOA",2,1,0,0,NA,NA,NA
2020-04-14,"SD",621,31,0,0,NA,NA,NA
2020-04-15,"DN",1015,25,0,0,NA,NA,NA
2020-04-15,"AZUA",20,1,0,0,NA,NA,NA
2020-04-15,"BAO",1,0,0,0,NA,NA,NA
2020-04-15,"BARA",19,0,0,0,NA,NA,NA
2020-04-15,"DJBON",1,0,0,0,NA,NA,NA
2020-04-15,"DTE",355,64,0,0,NA,NA,NA
2020-04-15,"EP",0,0,0,0,NA,NA,NA
2020-04-15,"SEIBO",3,0,0,0,NA,NA,NA
2020-04-15,"ESP",105,4,0,0,NA,NA,NA
2020-04-15,"IND",1,0,0,0,NA,NA,NA
2020-04-15,"ALT",86,1,0,0,NA,NA,NA
2020-04-15,"ROM",77,2,0,0,NA,NA,NA
2020-04-15,"VEGA",261,6,0,0,NA,NA,NA
2020-04-15,"MTS",49,1,0,0,NA,NA,NA
2020-04-15,"MC",14,0,0,0,NA,NA,NA
2020-04-15,"PED",3,0,0,0,NA,NA,NA
2020-04-15,"PERV",26,1,0,0,NA,NA,NA
2020-04-15,"PPLATA",118,8,0,0,NA,NA,NA
2020-04-15,"MIRABAL",84,9,0,0,NA,NA,NA
2020-04-15,"SAM",15,1,0,0,NA,NA,NA
2020-04-15,"SCBAL",94,2,0,0,NA,NA,NA
2020-04-15,"SJUAN",21,3,0,0,NA,NA,NA
2020-04-15,"SPM",49,7,0,0,NA,NA,NA
2020-04-15,"SRAM",76,5,0,0,NA,NA,NA
2020-04-15,"STGO",476,16,0,0,NA,NA,NA
2020-04-15,"SROD",14,0,0,0,NA,NA,NA
2020-04-15,"VALV",28,1,0,0,NA,NA,NA
2020-04-15,"NOUEL",99,3,0,0,NA,NA,NA
2020-04-15,"MPLATA",8,2,0,0,NA,NA,NA
2020-04-15,"HMAYOR",8,1,0,0,NA,NA,NA
2020-04-15,"OCOA",2,1,0,0,NA,NA,NA
2020-04-15,"SD",627,32,0,0,NA,NA,NA
2020-04-16,"DN",1078,26,0,0,NA,NA,NA
2020-04-16,"AZUA",20,1,0,0,NA,NA,NA
2020-04-16,"BAO",4,0,0,0,NA,NA,NA
2020-04-16,"BARA",25,1,0,0,NA,NA,NA
2020-04-16,"DJBON",1,0,0,0,NA,NA,NA
2020-04-16,"DTE",416,64,0,0,NA,NA,NA
